2014-11-24 08:02:58 HKT 致命错误:  数据库系统启动中
2014-11-24 08:02:58 HKT 日志:  数据库上次关闭时间为 2014-11-22 17:35:23 HKT
2014-11-24 08:02:58 HKT 日志:  数据库系统准备接受连接
2014-11-24 08:02:58 HKT 日志:  已启动autovacuum
2014-11-24 08:06:58 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:02:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:03:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:04:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:05:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:06:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:08:08 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:09:08 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:10:08 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:11:08 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:12:08 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:13:08 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:14:08 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:15:28 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:16:28 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:17:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:18:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:19:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:20:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:21:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:22:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:23:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:24:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:25:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:26:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:27:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:28:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:29:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:30:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:31:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:32:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:33:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:34:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:35:48 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:37:08 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:38:08 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:39:08 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:40:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:41:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:42:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:43:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:44:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:45:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:46:29 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:47:29 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:48:29 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:49:29 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:50:29 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:51:29 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:52:29 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:53:29 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:54:29 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:55:29 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:56:49 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:57:49 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:58:49 HKT 警告:  worker took too long to start; canceled
2014-11-24 15:59:49 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:00:49 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:01:49 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:02:49 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:03:49 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:04:49 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:05:49 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:06:49 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:08:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:09:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:10:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:11:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:12:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:13:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:14:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:15:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:16:09 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:17:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:18:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:19:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:20:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:21:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:22:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:23:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:24:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:25:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:26:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:27:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:28:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:29:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:30:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:31:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:32:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:33:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:34:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:35:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:36:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:37:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:38:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:39:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:40:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:41:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:42:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:43:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:44:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:45:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:46:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:47:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:48:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:49:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:50:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:51:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:52:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:53:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:54:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:55:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:56:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:57:10 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:58:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 16:59:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:00:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:01:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:02:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:03:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:04:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:05:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:06:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:07:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:08:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:09:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:10:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:11:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:12:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:13:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:14:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:15:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:16:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:17:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:18:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:19:11 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:20:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:21:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:22:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:23:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:24:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:25:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:26:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:27:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:28:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:29:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:30:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:31:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:32:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:33:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:34:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:35:31 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:36:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:37:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:38:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:39:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:40:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:41:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:42:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:43:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:44:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:45:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:46:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:47:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:48:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:49:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:50:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:51:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:52:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:53:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:54:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:55:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:56:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:57:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:58:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 17:59:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:00:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:01:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:02:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:03:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:04:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:05:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:06:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:07:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:08:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:09:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:10:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:11:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:12:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:13:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:14:32 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:15:33 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:16:33 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:17:33 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:18:33 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:19:33 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:20:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:21:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:22:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:23:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:24:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:25:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:26:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:27:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:28:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:29:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:30:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:31:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:32:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:33:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:34:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:35:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:36:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:37:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:38:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:39:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:40:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:41:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:42:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:43:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:44:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:45:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:46:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:47:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:48:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:49:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:50:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:51:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:52:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:53:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:54:53 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:55:54 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:56:54 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:57:54 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:58:54 HKT 警告:  worker took too long to start; canceled
2014-11-24 18:59:54 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:00:54 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:01:54 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:02:54 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:03:54 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:05:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:06:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:07:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:08:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:09:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:10:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:11:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:12:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:13:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:14:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:15:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:16:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:17:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:18:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:19:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:20:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:21:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:22:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:23:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:24:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:25:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:26:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:27:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:28:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:29:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:30:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:31:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:32:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:33:14 HKT 警告:  worker took too long to start; canceled
2014-11-24 19:34:01 HKT 日志:  接收到快速 (fast) 停止请求
2014-11-24 19:34:02 HKT 日志:  中断任何激活事务
2014-11-24 19:34:02 HKT 日志:  正在关闭autovacuum启动进程
2014-11-24 19:34:07 HKT 日志:  正在关闭
2014-11-24 19:34:09 HKT 日志:  数据库系统已关闭
